iso1.2L	0	400000	1
iso1.2L	400000	800000	5
iso1.2L	800000	1200000	2
iso1.2L	1200000	1600000	2
iso1.2L	1600000	2000000	1
iso1.2L	2000000	2400000	1
iso1.2L	2400000	2800000	3
iso1.2L	2800000	3200000	1
iso1.2L	3200000	3600000	2
iso1.2L	3600000	4000000	2
iso1.2L	4000000	4400000	0
iso1.2L	4400000	4800000	13
iso1.2L	4800000	5200000	7
iso1.2L	5200000	5600000	7
iso1.2L	5600000	6000000	3
iso1.2L	6000000	6400000	2
iso1.2L	6400000	6800000	6
iso1.2L	6800000	7200000	4
iso1.2L	7200000	7600000	0
iso1.2L	7600000	8000000	4
iso1.2L	8000000	8400000	1
iso1.2L	8400000	8800000	2
iso1.2L	8800000	9200000	3
iso1.2L	9200000	9600000	5
iso1.2L	9600000	10000000	8
iso1.2L	10000000	10400000	0
iso1.2L	10400000	10800000	4
iso1.2L	10800000	11200000	1
iso1.2L	11200000	11600000	1
iso1.2L	11600000	12000000	5
iso1.2L	12000000	12400000	3
iso1.2L	12400000	12800000	2
iso1.2L	12800000	13200000	1
iso1.2L	13200000	13600000	2
iso1.2L	13600000	14000000	3
iso1.2L	14000000	14400000	2
iso1.2L	14400000	14800000	2
iso1.2L	14800000	15200000	4
iso1.2L	15200000	15600000	1
iso1.2L	15600000	16000000	5
iso1.2L	16000000	16400000	3
iso1.2L	16400000	16800000	3
iso1.2L	16800000	17200000	2
iso1.2L	17200000	17600000	3
iso1.2L	17600000	18000000	5
iso1.2L	18000000	18400000	3
iso1.2L	18400000	18800000	1
iso1.2L	18800000	19200000	1
iso1.2L	19200000	19487545	1
iso1.2R	0	400000	1
iso1.2R	400000	800000	2
iso1.2R	800000	1200000	2
iso1.2R	1200000	1600000	0
iso1.2R	1600000	2000000	1
iso1.2R	2000000	2400000	0
iso1.2R	2400000	2800000	2
iso1.2R	2800000	3200000	0
iso1.2R	3200000	3600000	5
iso1.2R	3600000	4000000	4
iso1.2R	4000000	4400000	3
iso1.2R	4400000	4800000	6
iso1.2R	4800000	5200000	2
iso1.2R	5200000	5600000	35
iso1.2R	5600000	6000000	2
iso1.2R	6000000	6400000	8
iso1.2R	6400000	6800000	2
iso1.2R	6800000	7200000	4
iso1.2R	7200000	7600000	1
iso1.2R	7600000	8000000	1
iso1.2R	8000000	8400000	6
iso1.2R	8400000	8800000	4
iso1.2R	8800000	9200000	9
iso1.2R	9200000	9600000	2
iso1.2R	9600000	10000000	4
iso1.2R	10000000	10400000	4
iso1.2R	10400000	10800000	4
iso1.2R	10800000	11200000	12
iso1.2R	11200000	11600000	3
iso1.2R	11600000	12000000	14
iso1.2R	12000000	12400000	3
iso1.2R	12400000	12800000	3
iso1.2R	12800000	13200000	4
iso1.2R	13200000	13600000	4
iso1.2R	13600000	14000000	2
iso1.2R	14000000	14400000	3
iso1.2R	14400000	14800000	5
iso1.2R	14800000	15200000	5
iso1.2R	15200000	15600000	1
iso1.2R	15600000	15824540	1
iso1.3L	0	400000	3
iso1.3L	400000	800000	1
iso1.3L	800000	1200000	1
iso1.3L	1200000	1600000	2
iso1.3L	1600000	2000000	11
iso1.3L	2000000	2400000	3
iso1.3L	2400000	2800000	0
iso1.3L	2800000	3200000	8
iso1.3L	3200000	3600000	2
iso1.3L	3600000	4000000	3
iso1.3L	4000000	4400000	3
iso1.3L	4400000	4800000	5
iso1.3L	4800000	5200000	0
iso1.3L	5200000	5600000	4
iso1.3L	5600000	6000000	5
iso1.3L	6000000	6400000	3
iso1.3L	6400000	6800000	2
iso1.3L	6800000	7200000	6
iso1.3L	7200000	7600000	58
iso1.3L	7600000	8000000	2
iso1.3L	8000000	8400000	1
iso1.3L	8400000	8800000	2
iso1.3L	8800000	9200000	0
iso1.3L	9200000	9600000	1
iso1.3L	9600000	10000000	6
iso1.3L	10000000	10400000	2
iso1.3L	10400000	10800000	1
iso1.3L	10800000	11200000	2
iso1.3L	11200000	11600000	7
iso1.3L	11600000	12000000	16
iso1.3L	12000000	12400000	7
iso1.3L	12400000	12800000	1
iso1.3L	12800000	13200000	3
iso1.3L	13200000	13600000	1
iso1.3L	13600000	14000000	1
iso1.3L	14000000	14400000	2
iso1.3L	14400000	14800000	2
iso1.3L	14800000	15200000	3
iso1.3L	15200000	15600000	5
iso1.3L	15600000	16000000	2
iso1.3L	16000000	16400000	2
iso1.3L	16400000	16800000	1
iso1.3L	16800000	17200000	1
iso1.3L	17200000	17600000	3
iso1.3L	17600000	18000000	7
iso1.3L	18000000	18279861	1
iso1.3R	0	400000	2
iso1.3R	400000	800000	5
iso1.3R	800000	1200000	3
iso1.3R	1200000	1600000	5
iso1.3R	1600000	2000000	7
iso1.3R	2000000	2400000	0
iso1.3R	2400000	2800000	10
iso1.3R	2800000	3200000	33
iso1.3R	3200000	3600000	4
iso1.3R	3600000	4000000	4
iso1.3R	4000000	4400000	1
iso1.3R	4400000	4800000	4
iso1.3R	4800000	5200000	0
iso1.3R	5200000	5600000	1
iso1.3R	5600000	6000000	7
iso1.3R	6000000	6400000	2
iso1.3R	6400000	6800000	4
iso1.3R	6800000	7200000	4
iso1.3R	7200000	7600000	3
iso1.3R	7600000	8000000	2
iso1.3R	8000000	8400000	2
iso1.3R	8400000	8800000	1
iso1.3R	8800000	9200000	2
iso1.3R	9200000	9600000	3
iso1.3R	9600000	10000000	2
iso1.3R	10000000	10400000	4
iso1.3R	10400000	10800000	3
iso1.3R	10800000	11200000	1
iso1.3R	11200000	11600000	4
iso1.3R	11600000	12000000	27
iso1.3R	12000000	12400000	3
iso1.3R	12400000	12800000	2
iso1.3R	12800000	13200000	2
iso1.3R	13200000	13600000	1
