iso1.2L	0	200000	0
iso1.2L	200000	400000	1
iso1.2L	400000	600000	2
iso1.2L	600000	800000	3
iso1.2L	800000	1000000	1
iso1.2L	1000000	1200000	1
iso1.2L	1200000	1400000	2
iso1.2L	1400000	1600000	0
iso1.2L	1600000	1800000	0
iso1.2L	1800000	2000000	1
iso1.2L	2000000	2200000	1
iso1.2L	2200000	2400000	0
iso1.2L	2400000	2600000	2
iso1.2L	2600000	2800000	1
iso1.2L	2800000	3000000	1
iso1.2L	3000000	3200000	0
iso1.2L	3200000	3400000	0
iso1.2L	3400000	3600000	2
iso1.2L	3600000	3800000	2
iso1.2L	3800000	4000000	0
iso1.2L	4000000	4200000	0
iso1.2L	4200000	4400000	0
iso1.2L	4400000	4600000	9
iso1.2L	4600000	4800000	4
iso1.2L	4800000	5000000	0
iso1.2L	5000000	5200000	7
iso1.2L	5200000	5400000	5
iso1.2L	5400000	5600000	2
iso1.2L	5600000	5800000	2
iso1.2L	5800000	6000000	1
iso1.2L	6000000	6200000	1
iso1.2L	6200000	6400000	1
iso1.2L	6400000	6600000	1
iso1.2L	6600000	6800000	5
iso1.2L	6800000	7000000	3
iso1.2L	7000000	7200000	1
iso1.2L	7200000	7400000	0
iso1.2L	7400000	7600000	0
iso1.2L	7600000	7800000	3
iso1.2L	7800000	8000000	1
iso1.2L	8000000	8200000	0
iso1.2L	8200000	8400000	1
iso1.2L	8400000	8600000	1
iso1.2L	8600000	8800000	1
iso1.2L	8800000	9000000	2
iso1.2L	9000000	9200000	1
iso1.2L	9200000	9400000	3
iso1.2L	9400000	9600000	2
iso1.2L	9600000	9800000	0
iso1.2L	9800000	10000000	8
iso1.2L	10000000	10200000	0
iso1.2L	10200000	10400000	0
iso1.2L	10400000	10600000	3
iso1.2L	10600000	10800000	1
iso1.2L	10800000	11000000	0
iso1.2L	11000000	11200000	1
iso1.2L	11200000	11400000	1
iso1.2L	11400000	11600000	0
iso1.2L	11600000	11800000	0
iso1.2L	11800000	12000000	5
iso1.2L	12000000	12200000	2
iso1.2L	12200000	12400000	1
iso1.2L	12400000	12600000	0
