iso1.2L	0	150000	0
iso1.2L	150000	300000	1
iso1.2L	300000	450000	0
iso1.2L	450000	600000	2
iso1.2L	600000	750000	3
iso1.2L	750000	900000	1
iso1.2L	900000	1050000	1
iso1.2L	1050000	1200000	0
iso1.2L	1200000	1350000	1
iso1.2L	1350000	1500000	1
iso1.2L	1500000	1650000	0
iso1.2L	1650000	1800000	0
iso1.2L	1800000	1950000	1
iso1.2L	1950000	2100000	0
iso1.2L	2100000	2250000	1
iso1.2L	2250000	2400000	0
iso1.2L	2400000	2550000	2
iso1.2L	2550000	2700000	0
iso1.2L	2700000	2850000	1
iso1.2L	2850000	3000000	1
iso1.2L	3000000	3150000	0
iso1.2L	3150000	3300000	0
iso1.2L	3300000	3450000	0
iso1.2L	3450000	3600000	2
iso1.2L	3600000	3750000	1
iso1.2L	3750000	3900000	1
iso1.2L	3900000	4050000	0
iso1.2L	4050000	4200000	0
iso1.2L	4200000	4350000	0
iso1.2L	4350000	4500000	0
iso1.2L	4500000	4650000	12
iso1.2L	4650000	4800000	1
iso1.2L	4800000	4950000	0
iso1.2L	4950000	5100000	2
iso1.2L	5100000	5250000	6
iso1.2L	5250000	5400000	4
iso1.2L	5400000	5550000	1
iso1.2L	5550000	5700000	3
iso1.2L	5700000	5850000	0
iso1.2L	5850000	6000000	1
iso1.2L	6000000	6150000	1
iso1.2L	6150000	6300000	1
iso1.2L	6300000	6450000	0
iso1.2L	6450000	6600000	1
iso1.2L	6600000	6750000	2
iso1.2L	6750000	6900000	3
iso1.2L	6900000	7050000	3
iso1.2L	7050000	7200000	1
iso1.2L	7200000	7350000	0
iso1.2L	7350000	7500000	0
iso1.2L	7500000	7650000	1
iso1.2L	7650000	7800000	2
iso1.2L	7800000	7950000	1
iso1.2L	7950000	8100000	0
iso1.2L	8100000	8250000	0
iso1.2L	8250000	8400000	1
iso1.2L	8400000	8550000	1
iso1.2L	8550000	8700000	0
iso1.2L	8700000	8850000	1
iso1.2L	8850000	9000000	2
iso1.2L	9000000	9150000	0
iso1.2L	9150000	9300000	1
iso1.2L	9300000	9450000	3
iso1.2L	9450000	9600000	2
iso1.2L	9600000	9750000	0
iso1.2L	9750000	9900000	8
iso1.2L	9900000	10050000	0
iso1.2L	10050000	10200000	0
iso1.2L	10200000	10350000	0
iso1.2L	10350000	10500000	2
iso1.2L	10500000	10650000	1
iso1.2L	10650000	10800000	1
iso1.2L	10800000	10950000	0
iso1.2L	10950000	11100000	1
iso1.2L	11100000	11250000	1
iso1.2L	11250000	11400000	0
iso1.2L	11400000	11550000	0
iso1.2L	11550000	11700000	0
iso1.2L	11700000	11850000	0
iso1.2L	11850000	12000000	5
iso1.2L	12000000	12150000	2
iso1.2L	12150000	12300000	0
iso1.2L	12300000	12450000	1
iso1.2L	12450000	12600000	0
iso1.2L	12600000	12750000	1
iso1.2L	12750000	12900000	1
iso1.2L	12900000	13050000	1
iso1.2L	13050000	13200000	0
iso1.2L	13200000	13350000	1
iso1.2L	13350000	13500000	0
iso1.2L	13500000	13650000	3
iso1.2L	13650000	13800000	0
iso1.2L	13800000	13950000	1
iso1.2L	13950000	14100000	1
iso1.2L	14100000	14250000	0
iso1.2L	14250000	14400000	1
iso1.2L	14400000	14550000	1
iso1.2L	14550000	14700000	1
iso1.2L	14700000	14850000	1
iso1.2L	14850000	15000000	2
iso1.2L	15000000	15150000	1
iso1.2L	15150000	15300000	1
iso1.2L	15300000	15450000	0
iso1.2L	15450000	15600000	0
iso1.2L	15600000	15750000	1
iso1.2L	15750000	15900000	3
iso1.2L	15900000	16050000	1
iso1.2L	16050000	16200000	0
iso1.2L	16200000	16350000	2
iso1.2L	16350000	16500000	1
iso1.2L	16500000	16650000	0
iso1.2L	16650000	16800000	3
iso1.2L	16800000	16950000	0
iso1.2L	16950000	17100000	2
iso1.2L	17100000	17250000	0
iso1.2L	17250000	17400000	2
iso1.2L	17400000	17550000	1
iso1.2L	17550000	17700000	0
iso1.2L	17700000	17850000	0
iso1.2L	17850000	18000000	5
iso1.2L	18000000	18150000	2
iso1.2L	18150000	18300000	1
iso1.2L	18300000	18450000	0
iso1.2L	18450000	18600000	1
iso1.2L	18600000	18750000	0
iso1.2L	18750000	18900000	0
iso1.2L	18900000	19050000	1
iso1.2L	19050000	19200000	0
iso1.2L	19200000	19350000	1
iso1.2L	19350000	19487545	0
iso1.2R	0	150000	0
iso1.2R	150000	300000	0
iso1.2R	300000	450000	1
iso1.2R	450000	600000	2
iso1.2R	600000	750000	0
iso1.2R	750000	900000	0
iso1.2R	900000	1050000	2
iso1.2R	1050000	1200000	0
iso1.2R	1200000	1350000	0
iso1.2R	1350000	1500000	0
iso1.2R	1500000	1650000	0
iso1.2R	1650000	1800000	1
iso1.2R	1800000	1950000	0
iso1.2R	1950000	2100000	0
iso1.2R	2100000	2250000	0
iso1.2R	2250000	2400000	0
iso1.2R	2400000	2550000	1
iso1.2R	2550000	2700000	0
iso1.2R	2700000	2850000	1
iso1.2R	2850000	3000000	0
iso1.2R	3000000	3150000	0
iso1.2R	3150000	3300000	1
iso1.2R	3300000	3450000	4
iso1.2R	3450000	3600000	0
iso1.2R	3600000	3750000	2
iso1.2R	3750000	3900000	2
iso1.2R	3900000	4050000	0
iso1.2R	4050000	4200000	2
iso1.2R	4200000	4350000	1
iso1.2R	4350000	4500000	1
iso1.2R	4500000	4650000	2
iso1.2R	4650000	4800000	3
iso1.2R	4800000	4950000	0
iso1.2R	4950000	5100000	1
iso1.2R	5100000	5250000	1
iso1.2R	5250000	5400000	34
iso1.2R	5400000	5550000	1
iso1.2R	5550000	5700000	0
iso1.2R	5700000	5850000	1
iso1.2R	5850000	6000000	1
iso1.2R	6000000	6150000	1
iso1.2R	6150000	6300000	0
iso1.2R	6300000	6450000	7
iso1.2R	6450000	6600000	1
iso1.2R	6600000	6750000	1
iso1.2R	6750000	6900000	0
iso1.2R	6900000	7050000	1
iso1.2R	7050000	7200000	3
iso1.2R	7200000	7350000	1
iso1.2R	7350000	7500000	0
iso1.2R	7500000	7650000	0
iso1.2R	7650000	7800000	1
iso1.2R	7800000	7950000	0
iso1.2R	7950000	8100000	2
iso1.2R	8100000	8250000	0
iso1.2R	8250000	8400000	4
iso1.2R	8400000	8550000	2
iso1.2R	8550000	8700000	1
iso1.2R	8700000	8850000	2
iso1.2R	8850000	9000000	1
iso1.2R	9000000	9150000	1
iso1.2R	9150000	9300000	6
iso1.2R	9300000	9450000	1
iso1.2R	9450000	9600000	1
iso1.2R	9600000	9750000	1
iso1.2R	9750000	9900000	2
iso1.2R	9900000	10050000	2
iso1.2R	10050000	10200000	0
iso1.2R	10200000	10350000	1
iso1.2R	10350000	10500000	4
iso1.2R	10500000	10650000	2
iso1.2R	10650000	10800000	0
iso1.2R	10800000	10950000	10
iso1.2R	10950000	11100000	2
iso1.2R	11100000	11250000	0
iso1.2R	11250000	11400000	1
iso1.2R	11400000	11550000	2
iso1.2R	11550000	11700000	1
iso1.2R	11700000	11850000	1
iso1.2R	11850000	12000000	12
iso1.2R	12000000	12150000	0
iso1.2R	12150000	12300000	1
iso1.2R	12300000	12450000	2
iso1.2R	12450000	12600000	3
iso1.2R	12600000	12750000	0
iso1.2R	12750000	12900000	0
iso1.2R	12900000	13050000	1
iso1.2R	13050000	13200000	3
iso1.2R	13200000	13350000	0
iso1.2R	13350000	13500000	4
iso1.2R	13500000	13650000	0
iso1.2R	13650000	13800000	1
iso1.2R	13800000	13950000	0
iso1.2R	13950000	14100000	1
iso1.2R	14100000	14250000	2
iso1.2R	14250000	14400000	1
iso1.2R	14400000	14550000	4
iso1.2R	14550000	14700000	1
iso1.2R	14700000	14850000	0
iso1.2R	14850000	15000000	3
iso1.2R	15000000	15150000	2
iso1.2R	15150000	15300000	0
iso1.2R	15300000	15450000	1
iso1.2R	15450000	15600000	0
iso1.2R	15600000	15750000	1
iso1.2R	15750000	15824540	0
iso1.3L	0	150000	0
iso1.3L	150000	300000	1
iso1.3L	300000	450000	2
iso1.3L	450000	600000	0
iso1.3L	600000	750000	1
iso1.3L	750000	900000	0
iso1.3L	900000	1050000	0
iso1.3L	1050000	1200000	1
iso1.3L	1200000	1350000	1
iso1.3L	1350000	1500000	0
